"report_date","Avg Temp","Avg Prcp"
"2022-02-22","42.305347066726334","10.839176892073464"
"2022-01-05","39.029231047257596","10.457975964579422"
"2022-02-04","37.98147748719332","10.383291093735973"
"2022-01-16","39.30087272727271","10.358332727272765"
"2022-03-30","50.56114552473291","10.04516473651139"
"2022-01-06","37.49505593648504","9.899124864669844"
"2022-01-07","39.05948506891272","9.87468510719758"
"2022-02-03","38.19800554512121","9.677179143189367"
"2022-01-20","37.734379496402894","9.497100719424495"
"2022-02-02","38.95807406079082","9.485121491975281"
"2022-01-27","38.37035139750157","9.444720050328053"
"2022-02-23","41.76251456223674","9.433627565194051"
"2022-02-18","42.63153031933977","9.422289199856499"
"2022-02-07","40.72319323193231","9.366317163171678"
"2022-02-05","38.396686583378546","9.339634256744564"
"2022-01-17","40.538760107816714","9.275418688230042"
"2022-03-07","45.354343525179836","9.24925359712234"
"2022-01-02","40.11850699844478","9.220719970725494"
"2022-02-17","43.6328184642699","9.214764314247704"
"2022-02-14","39.66180909009734","9.207129207965028"
"2022-02-13","39.85572705117789","9.192469536961866"
"2022-02-01","39.50524095844925","9.178676299021825"
"2022-02-06","39.11924417538071","9.135015593469117"
"2022-03-31","50.241478089080466","9.10758261494256"
"2022-02-16","42.92651528696584","9.02919989272307"
"2022-02-24","41.4985167206041","9.01248921251351"
"2022-01-01","41.335213204951884","9.002956441999107"
"2022-01-08","37.823132288629736","8.968730867346961"
"2022-02-21","42.95114196148681","8.958172861621158"
"2022-01-19","38.9853654173003","8.953048573217668"
"2022-02-25","42.09027527887731","8.845113350125981"
"2022-01-21","37.253436487945336","8.76893666786617"
"2022-01-28","38.494908277404974","8.767052348993326"
"2022-04-05","52.4856628890088","8.726618996222363"
"2022-01-09","39.12702727355649","8.70662683572018"
"2022-07-16","70.72072163992212","8.689308969483386"
"2022-03-06","46.03605138483964","8.641641763848428"
"2022-04-07","53.6616638873448","8.632421715768059"
"2022-01-04","38.87597659765979","8.492957695769595"
"2022-02-15","40.56446236559138","8.419381720430115"
"2022-01-22","37.7304411095953","8.367705320600306"
"2022-07-05","70.49340403758485","8.316213601265263"
"2022-02-08","42.07199426626052","8.297205697903626"
"2022-04-08","53.400367478180996","8.283612310519091"
"2022-02-12","41.000478296182635","8.25583972565655"
"2022-02-10","43.27873831775705","8.249108554996438"
"2022-05-25","63.40209751609934","8.239092916283369"
"2022-01-10","38.392036117381494","8.221732731377006"
"2022-01-03","38.8736579615524","8.209708922742143"
"2022-03-11","43.61828189857429","8.186463634723001"
"2022-06-08","66.58727941870349","8.155509106350879"
"2022-03-18","48.738570786516895","8.147655730337105"
"2022-01-29","38.15169722272644","8.14055726992197"
"2022-01-14","41.38138640429339","8.138364937388218"
"2022-02-09","43.18315902386698","8.127449718423195"
"2022-04-04","50.99009171012403","8.110213990289541"
"2022-01-15","39.58673015873016","8.087034920634949"
"2022-04-06","53.63634069400631","8.067910770617424"
"2022-01-30","38.898166303558476","8.03051198257083"
"2022-02-19","41.43144208037819","8.00817239498093"
"2022-05-27","64.47247335538404","8.0028574053657"
"2022-06-13","68.14649501973311","7.946588047359551"
"2022-02-11","42.59344911365064","7.931625123728997"
"2022-07-06","70.15428199888535","7.9058731190786"
"2022-07-04","70.49945940907816","7.896101220989868"
"2022-07-07","70.01721860465115","7.8823562790697945"
"2022-03-17","49.12039420394201","7.871009810098124"
"2022-01-26","37.66464682681964","7.862022230190059"
"2022-01-23","38.61134499726621","7.822977036632068"
"2022-05-20","63.483792246063196","7.772560088405956"
"2022-03-08","44.089157060518744","7.758320425072064"
"2022-05-26","64.19401375720393","7.726059676519816"
"2022-01-31","39.28679279117729","7.673456469111476"
"2022-06-09","66.63594487445724","7.6459845195393905"
"2022-07-26","71.26263157894742","7.609566020313969"
"2022-01-24","38.94785887422568","7.606734895412539"
"2022-05-21","63.00712285287528","7.598778005974625"
"2022-05-02","57.88177712231541","7.548157433864891"
"2022-03-23","50.037771203155856","7.545161377084476"
"2022-04-02","49.31026063100135","7.51746227709194"
"2022-07-15","70.48163265306125","7.516568819308562"
"2022-05-13","63.099622710959835","7.508481641667456"
"2022-05-31","65.13980403031981","7.4971177666851805"
"2022-05-30","64.52492324867428","7.492217880733117"
"2022-01-11","37.98236302915426","7.484317176640511"
"2022-05-12","62.908165146069464","7.447744908303403"
"2022-07-17","71.09032587503484","7.439610064060926"
"2022-04-13","54.61244733467667","7.384936801612026"
"2022-03-09","43.72186771822904","7.354835095895341"
"2022-07-03","70.39865759122709","7.350043486481392"
"2022-06-10","67.21556372549026","7.304807692307713"
"2022-05-01","57.61104071555022","7.30186061678936"
"2022-02-20","41.95988926204955","7.300474720885921"
"2022-04-03","50.22909865796152","7.279380667392111"
"2022-04-14","54.162237955130614","7.276971312982733"
"2022-04-01","49.45080637895307","7.2709289125146706"
"2022-05-24","62.647712839392526","7.2634367234238555"
"2022-05-28","64.08227742115547","7.25807516978326"
"2022-03-12","43.50456969474076","7.235821073924254"
"2022-06-06","65.92129577988473","7.203949618888285"
"2022-07-23","72.03024299065414","7.167295327102822"
"2022-07-25","71.89728280961178","7.139420517560094"
"2022-07-14","70.90467333395647","7.131079540143953"
"2022-03-29","49.994812292805356","7.119019801093108"
"2022-01-18","39.801561518442064","7.114540069999117"
"2022-07-02","70.36688397581261","7.114412320483762"
"2022-07-08","70.22043788848684","7.10175804805642"
"2022-01-13","41.154570661896244","7.095582289803237"
"2022-06-01","65.28569712648991","7.09289383719858"
"2022-03-14","46.52976899476631","7.091193827828933"
"2022-06-11","67.75888001521201","7.0836147556569795"
"2022-06-14","68.2002082150293","7.072089721749028"
"2022-04-25","57.280005548876346","7.062832701377982"
"2022-03-22","49.962049488972625","7.0616272189349285"
"2022-05-29","64.08001488649056","7.0495989951619205"
"2022-06-07","66.06931005664407","7.0386990435509444"
"2022-04-09","53.010200870128664","7.023551791169135"
"2022-05-15","63.34979354354349","7.019359984985"
"2022-07-01","70.52283228884103","6.997135908708275"
"2022-07-27","71.15596152067337","6.996004994912604"
"2022-05-22","62.39148956090255","6.981140342664563"
"2022-01-12","39.93698556442213","6.980308437191805"
"2022-01-25","37.85587124617876","6.975196007912262"
"2022-05-19","63.37825926948195","6.966161560401156"
"2022-03-15","47.90801082543979","6.961760938204798"
"2022-05-03","57.90877241379307","6.942939770114948"
"2022-05-11","62.10309628812931","6.932780227857419"
"2022-06-12","68.0636623203578","6.918936899210059"
"2022-03-25","50.331188697921334","6.9038450463421315"
"2022-03-24","50.31095263724433","6.8729897739504935"
"2022-03-13","44.32792949127775","6.85364964836973"
"2022-05-04","58.26856644640233","6.849009728340687"
"2022-06-05","65.9484962760442","6.840210238521738"
